game,date,player 0,score 0,player 1,score 1,player 2,score 2,player 3,score 3,player 4,score 4,player 5,score 5,player 6,score 6,player 7,score 7
26045,23,1133,7,321,7,4802,9,570,2,5155,5,289,7,4344,1,,
26046,23,1900,5,2470,2,4092,7,2462,7,5469,7,1896,4,,,,
26047,23,3743,1,5592,7,3095,1,5875,5,,,,,,,,
26048,23,1073,7,5640,5,1144,5,3818,5,799,5,1786,9,3992,9,2040,8
26049,23,1185,4,1277,2,1252,1,3433,5,1374,1,610,0,,,,
26050,23,2515,6,513,9,1289,2,1251,1,1021,7,5477,6,3626,5,,
26051,23,5246,8,3127,9,2914,9,2164,8,5060,9,2115,9,3717,7,4646,9
26052,23,1950,2,2232,5,304,5,2712,9,2249,5,4840,8,5151,6,301,0
26053,23,3474,9,309,0,2595,9,5885,6,2669,9,,,,,,
26054,23,513,0,1272,0,5640,0,2784,0,5011,0,5151,0,1621,0,,
26055,23,3941,7,5171,3,3623,3,272,8,5241,5,2103,6,2270,1,4067,5
26056,23,2249,0,5521,0,5060,0,304,0,,,,,,,,
26057,23,1900,9,5155,0,321,7,4802,7,1133,5,1863,7,2462,8,285,2
26058,23,1528,4,2799,9,1896,1,972,8,5469,8,289,7,2470,3,1019,7
26059,23,1293,2,1276,6,1216,1,1134,3,5626,3,5648,2,,,,
26060,23,1277,2,1242,2,799,3,1727,4,2270,3,3095,5,1073,1,,
26061,23,1252,5,1289,5,1185,9,1251,8,3743,3,1374,0,610,2,,
26062,23,3626,7,5246,3,2914,9,5477,8,2164,9,5592,7,2124,4,4646,7
26063,23,1390,6,5366,3,,,,,,,,,,,,
26064,23,1216,0,1252,0,5626,0,,,,,,,,,,
26065,23,602,1,1882,2,,,,,,,,,,,,
26066,23,1186,3,3901,8,4840,7,3818,9,1950,4,,,,,,
26067,23,2103,4,2248,8,272,5,2249,3,513,7,3941,5,5171,2,3623,8
26068,23,5175,7,5241,7,2515,3,1021,9,1133,2,2487,5,4577,3,1472,7
26069,23,4616,7,289,0,2470,5,1528,8,1976,9,1896,9,972,8,5469,7
26070,23,5110,4,1134,5,4067,3,,,,,,,,,,
26071,23,5498,9,1872,9,,,,,,,,,,,,
26072,23,5596,7,1276,5,1293,6,1295,3,5721,5,,,,,,
26073,23,1727,7,304,8,4739,9,1277,7,1251,7,3590,1,1019,9,1073,8
26074,23,5592,1,4731,5,5521,1,2164,5,3223,9,4646,6,,,,
26075,23,3095,5,5246,6,3626,8,2784,7,2914,9,4955,5,605,5,799,6
26076,23,4375,9,5011,5,5151,1,5626,5,1264,8,1272,2,,,,
26077,23,1950,5,5451,7,1497,5,817,9,5640,2,,,,,,
26078,23,1416,9,3127,5,3992,7,1374,1,4840,6,1798,4,1186,2,3590,3
26079,23,2232,5,4577,8,2515,4,1021,8,2249,6,3818,8,5171,4,3623,8
26080,23,3941,4,3537,3,272,8,2248,9,2103,8,,,,,,
26081,23,1472,8,289,2,1133,0,5426,5,5175,0,5241,0,1786,4,,
26082,23,3599,8,2487,5,972,7,1896,5,5060,5,3717,5,1976,7,1660,6
26083,23,1882,9,4995,2,3499,7,,,,,,,,,,
26084,23,1276,4,1296,1,1293,2,1294,7,5110,7,5806,4,607,2,,
26085,23,1251,8,1130,7,2842,3,5596,1,304,7,1073,5,,,,
26086,23,5136,5,2784,5,3626,5,4739,9,4079,9,1185,7,1277,2,,
26087,23,2914,7,4731,5,5592,8,4955,5,2164,5,4067,1,3616,9,,
26088,23,5885,5,2669,9,2595,9,309,7,,,,,,,,
26089,23,2164,0,3818,0,5060,0,,,,,,,,,,
26090,23,3818,0,2799,4,4646,1,,,,,,,,,,
26091,23,2515,5,1264,8,5451,7,5246,5,5171,7,5011,2,,,,
26092,23,3590,5,1965,9,3623,5,3992,8,4577,7,1950,3,2249,7,1798,2
26093,23,3941,5,2228,2,2232,5,4840,9,1186,2,1289,2,5241,5,,
26094,23,1133,5,2394,6,1896,5,5426,4,2103,8,1660,6,289,3,,
26095,23,1472,9,1786,7,972,5,5521,9,5175,6,1976,8,1021,9,,
26096,23,573,5,3110,2,85,9,271,2,2483,8,,,,,,
26097,23,1073,5,304,5,3717,7,2842,3,1130,9,1251,6,,,,
26098,23,5110,4,1276,5,1293,2,1223,5,,,,,,,,
26099,23,1882,6,1467,1,,,,,,,,,,,,
26100,23,2784,0,3599,6,2164,6,4079,5,4731,5,,,,,,
26101,23,2914,7,5592,8,4955,7,4739,7,3761,9,3616,9,,,,
26102,23,5952,7,5721,6,5626,4,2375,7,1185,2,,,,,,
26103,23,4727,8,1216,2,1134,0,1297,2,1296,2,1295,1,,,,
26104,23,3590,4,5171,6,3623,8,4577,9,5451,2,5516,8,5246,5,2515,3
26105,23,1029,9,5241,5,1535,9,2970,7,1975,5,4646,7,4616,3,,
26106,23,1289,3,1242,8,1186,2,5175,7,2228,6,2232,4,,,,
26107,23,1133,6,2249,9,1896,7,1950,4,289,4,1660,8,1472,8,4679,5
26108,23,2784,9,2595,3,85,9,1684,5,3635,9,3901,8,4840,3,,
26109,23,1251,9,5110,6,2167,9,2842,5,304,8,1374,2,2483,9,,
26110,23,3088,2,1276,7,1293,3,1223,1,,,,,,,,
26111,23,2914,6,4955,8,4079,9,3599,9,2164,8,5952,8,3616,9,,
26112,23,2729,8,3761,6,602,9,3717,3,5592,2,,,,,,
26113,23,1882,9,3583,4,1783,7,1467,5,,,,,,,,
26114,23,1185,4,1297,5,5640,4,2375,5,5721,5,2089,3,4727,9,,
26115,23,1095,2,5516,5,4577,8,1216,5,3590,2,5171,2,,,,
26116,23,1394,3,3623,3,1975,3,4739,6,2841,7,5246,5,,,,
26117,23,2228,7,1950,3,585,9,2256,9,2249,6,1242,6,1186,3,1981,2
26118,23,4679,5,1472,8,1029,9,1100,5,2683,2,1896,2,1535,9,,
26119,23,1684,3,3901,9,4840,8,3635,9,2784,8,2583,1,2595,5,4348,5
26120,23,1472,0,2006,0,1100,0,,,,,,,,,,
26121,23,3088,4,1947,5,1146,9,1223,5,1295,3,1228,5,1251,7,2842,7
26122,23,2483,8,2122,6,4955,2,2167,7,2914,5,5110,2,304,2,,
26123,23,1277,5,1276,2,799,4,1293,3,3900,7,2089,5,4958,7,,
26124,23,3616,6,2729,9,5324,8,5592,8,602,2,3761,5,2799,8,,
26125,23,2841,3,2129,6,3717,6,2256,9,2249,6,4577,3,1394,1,3623,8
26126,23,5640,1,1216,7,1242,6,1297,7,1095,1,4727,8,,,,
26127,23,5516,4,5721,7,2375,9,1981,8,5171,3,1073,1,,,,
26128,23,1882,1,1783,2,,,,,,,,,,,,
26129,23,2228,5,2874,2,1186,0,1100,9,585,9,1896,4,,,,
26130,23,4348,6,2583,2,2784,6,2595,6,5604,9,5279,9,1684,2,,
26131,23,1251,7,1223,2,4840,5,3172,9,2097,5,3088,4,2066,2,,
26132,23,3901,7,2914,3,3635,7,259,8,2483,6,2006,7,2122,4,,
26133,23,1947,4,1950,1,304,2,5110,4,1228,4,,,,,,
26134,23,5324,7,2394,5,1276,5,2165,2,4631,7,3992,8,4958,6,,
26135,23,3616,7,2729,9,602,9,2799,8,3539,3,5592,7,,,,
26136,23,271,7,3900,7,799,4,1293,2,1236,4,4679,7,5733,2,,
26137,23,5171,1,4727,8,3623,7,3717,8,2129,8,2841,8,4577,2,5721,5
26138,23,5516,6,4885,5,2249,8,1798,6,5640,1,3440,2,,,,
26139,23,1186,6,1234,3,1300,0,1098,4,1242,7,1216,4,1277,5,2228,6
26140,23,818,0,1394,8,3703,7,2375,3,1981,8,1100,8,1896,4,2595,4
26141,23,5604,8,5442,5,2256,9,1535,9,2784,8,2874,7,5093,8,,
26142,23,1981,0,3703,0,2375,0,1100,0,2784,0,5093,0,1394,0,,
26143,23,4840,7,1269,7,1223,5,3088,2,5412,8,2583,7,973,4,28,6
26144,23,3599,9,1251,3,3172,3,2683,7,289,1,2483,7,2122,3,,
26145,23,2097,2,2914,9,5110,5,1228,3,304,6,1947,4,,,,
26146,23,1467,8,3992,5,3901,4,3635,9,1975,9,2190,7,259,8,2729,9
26147,23,1950,2,2029,2,1276,7,2165,6,,,,,,,,
26148,23,2006,1,2108,0,4631,7,3539,5,,,,,,,,
26149,23,4679,5,4577,2,271,4,5396,9,5592,3,1236,3,2129,8,3717,9
26150,23,5171,6,5721,7,2228,8,5516,9,799,8,1293,2,1234,6,3900,8
26151,23,3440,7,1900,9,3623,6,4837,6,2841,8,2249,8,1098,2,1798,1
26152,23,2595,3,2784,7,2874,4,5442,5,5604,6,2256,9,1684,7,,
26153,23,2122,8,2483,6,5441,2,2683,8,2040,0,4980,7,2799,9,,
26154,23,2648,2,1300,2,1223,4,4983,7,28,4,,,,,,
26155,23,1100,9,3172,8,2914,8,5110,4,1251,5,304,6,,,,
26156,23,2729,8,1467,9,3599,6,259,9,3635,6,2190,9,1975,2,,
26157,23,289,4,1621,7,5808,2,2583,2,2097,7,5640,2,,,,
26158,23,1276,8,3901,8,1236,5,2165,7,2129,6,4577,7,2089,8,,
26159,23,1798,3,2249,8,5592,9,5396,9,5171,4,3174,8,3623,8,3440,9
26160,23,1900,9,4679,5,271,6,2540,7,2108,5,4631,0,5516,6,1950,1
26161,23,1216,2,1234,3,799,1,1299,2,,,,,,,,
26162,23,5093,9,1394,8,2874,6,2784,8,1684,3,2375,9,5442,8,1293,6
26163,23,5604,5,2256,8,2683,7,562,6,337,7,1079,9,3992,5,,
26164,23,3832,1,5808,1,4983,2,1300,2,1621,0,,,,,,
26165,23,5441,5,2648,1,1223,3,4980,8,2122,6,2483,6,,,,
26166,23,304,7,2914,2,5110,5,1251,8,3172,9,28,6,2140,5,,
26167,23,1100,9,602,9,529,9,2799,9,2068,9,486,6,4697,6,289,6
26168,23,1973,7,3599,6,2190,2,1975,5,1535,7,,,,,,
26169,23,3076,2,4958,6,3901,8,1236,4,2165,5,4577,8,2583,3,,
26170,23,3440,6,5171,2,4679,9,1276,4,1098,6,2249,8,5640,4,,
26171,23,5592,5,2129,5,5396,8,1467,7,1900,7,3174,7,,,,
26172,23,271,9,5516,3,2784,7,2874,4,573,7,5442,7,4095,7,3623,6
26173,23,1216,6,799,6,1299,3,1234,4,1950,2,1507,4,,,,
26174,23,1079,9,562,9,2108,2,3992,7,2683,8,4731,3,,,,
26175,23,1394,6,2122,9,2621,2,2375,1,2648,2,2256,9,337,2,,
26176,23,2914,7,304,7,1251,7,3172,9,5441,7,2140,9,2483,9,28,5
26177,23,4697,7,289,3,1100,5,529,8,2799,8,,,,,,
26178,23,2669,7,5110,6,1223,2,1293,5,5808,6,1973,9,4980,9,4791,3
26179,23,3076,2,1621,5,3430,9,2190,9,1236,5,4802,3,3832,6,2583,5
26180,23,1809,9,4577,2,1975,7,259,8,4679,4,4973,5,3440,3,,
26181,24,4983,7,1300,2,1276,4,1098,7,2548,4,,,,,,
26182,24,1900,7,3174,9,5324,6,3597,6,2129,5,5592,5,5396,9,335,7
26183,24,4095,1,5442,7,5743,5,5516,0,2874,5,2232,8,3623,9,,
26184,24,1940,9,1786,3,5629,5,3599,7,602,6,1021,6,5322,8,2683,8
26185,24,1950,7,1294,1,1299,5,1216,4,799,5,1507,4,,,,
26186,24,562,4,4731,2,1079,8,1467,5,,,,,,,,
26187,24,2483,9,2621,5,2122,8,240,7,2108,3,1251,4,304,0,,
26188,24,1234,5,2648,6,5640,3,5516,9,5441,8,28,4,2140,8,,
26189,24,2256,7,1100,7,3223,7,4986,2,,,,,,,,
26190,24,3172,9,835,4,3686,2,1973,6,3463,9,289,3,4697,9,,
26191,24,5322,0,835,0,1467,0,2483,0,4697,0,,,,,,
26192,24,4802,7,5110,5,1236,4,1276,5,3832,4,5808,2,,,,
26193,24,3440,3,1621,2,335,4,5592,8,3597,7,2129,3,,,,
26194,24,5396,9,1098,6,1975,9,2190,9,259,9,3430,5,3623,8,173,7
26195,24,3076,4,5171,5,4983,5,5743,8,1300,1,1293,3,4095,8,,
26196,24,4973,9,5442,2,3174,7,2874,2,2232,4,,,,,,
26197,24,3832,0,335,0,2040,0,1236,0,4802,0,4986,0,,,,
26198,24,1299,2,1294,2,5628,8,799,3,1950,2,2108,4,1507,2,3468,5
26199,24,5093,0,3076,0,173,0,,,,,,,,,,
26200,24,28,0,2122,3,240,1,5516,5,529,1,3172,5,2256,5,,
26201,24,1050,8,2109,4,1021,6,602,2,562,9,1251,1,2683,4,,
26202,24,2914,7,5441,1,5491,5,2661,2,,,,,,,,
26203,24,2648,2,4769,0,3440,3,,,,,,,,,,
26204,24,5396,9,835,7,3430,6,259,8,5592,8,2190,9,1975,8,,
26205,24,3832,9,2874,7,1276,9,1300,2,1234,4,1293,1,4983,5,,
26206,24,2232,7,162,7,4095,7,3703,5,3705,8,3076,5,4973,8,,
26207,24,173,4,240,5,799,2,1251,7,2129,7,1050,7,2109,5,,
26208,24,459,7,602,7,562,9,1021,7,2683,9,2122,5,3468,8,,
26209,24,1299,4,1294,5,1128,2,5516,2,2184,9,,,,,,
26210,24,5441,4,5743,2,3172,7,5491,5,2256,9,28,2,,,,
26211,24,5924,7,3597,5,2914,3,5322,8,,,,,,,,
26212,24,1999,1,3599,2,3076,0,,,,,,,,,,
26213,24,3440,9,2286,5,1236,1,4802,3,4415,1,2648,1,,,,
26214,24,2248,0,5491,0,3076,0,,,,,,,,,,
26215,24,2874,8,3992,8,2040,2,3430,7,5592,9,1098,3,5093,9,5171,3
26216,24,4095,7,4983,5,2165,3,1276,6,1234,4,1305,2,3832,7,,
26217,24,4975,7,1467,9,3703,9,1975,8,259,8,4973,8,3623,2,,
26218,24,5379,0,3992,0,335,0,2874,0,,,,,,,,
26219,24,240,8,3705,5,2129,9,4769,8,1251,3,2232,2,2891,6,,
26220,24,562,7,602,6,459,2,1021,7,2683,9,173,9,2122,5,,
26221,24,28,5,3468,8,1128,5,5441,5,3172,7,2256,9,5516,3,3770,7
26222,24,2040,8,5592,8,3430,9,1535,9,3516,8,3623,5,5171,7,,
26223,24,2248,9,5379,7,2165,1,1276,3,1234,2,,,,,,
26224,24,2683,9,2129,8,259,4,1021,8,3703,9,1251,3,562,8,173,9
26225,24,2122,4,240,7,4975,7,2232,7,4840,7,1979,9,4983,2,4769,2
26226,24,5516,5,3172,7,459,5,2256,9,1128,2,5875,7,3468,8,,
26227,24,3583,0,3703,0,1021,0,173,0,,,,,,,,
26228,24,2122,0,4344,0,2040,0,,,,,,,,,,
26229,24,5491,3,5441,5,2914,9,5743,7,3770,4,28,5,3672,8,2081,0
26230,24,1299,4,2648,1,2081,7,3740,2,,,,,,,,
26231,24,3992,9,5628,2,4802,5,1098,1,3440,5,,,,,,
26232,24,1535,8,3430,8,5592,6,5379,6,2248,3,,,,,,
26233,24,2961,5,1305,2,1276,5,1234,6,,,,,,,,
26234,24,4840,8,3987,2,1979,4,4983,7,240,4,,,,,,
26235,24,1535,0,1251,0,3703,0,,,,,,,,,,
26236,24,3468,7,173,3,5875,5,459,3,3172,8,1128,2,,,,
26237,24,3468,0,3987,0,478,0,,,,,,,,,,
26238,24,2256,9,5491,7,2914,2,5628,6,1798,9,5516,5,2040,5,3672,8
26239,24,2891,0,2256,0,5491,0,,,,,,,,,,
26240,24,1098,0,5007,7,3992,5,3440,3,,,,,,,,
26241,24,3740,3,28,5,5110,4,1269,6,5743,4,1299,1,2308,7,,
26242,24,5592,7,4983,2,1276,4,1234,3,3240,7,5171,3,,,,
26243,24,3583,9,1467,7,5322,5,3703,8,259,9,173,7,,,,
26244,24,3672,8,2891,3,2256,8,3172,7,1798,5,2914,1,2040,2,,
26245,24,5125,9,3468,6,459,5,872,5,5516,2,256,3,,,,
26246,24,459,0,3468,0,4613,0,,,,,,,,,,
26247,24,3440,0,2108,2,2308,3,3053,5,3939,7,1098,5,,,,
26248,24,1269,8,5743,7,1306,8,1304,7,1889,8,5721,8,28,3,,
26249,24,4973,7,5007,9,1251,4,1021,6,5491,4,2970,8,2129,7,1892,3
26250,24,3240,1,1535,9,3730,5,5592,8,1276,3,,,,,,
26251,24,1128,2,5441,6,3987,2,1979,6,4840,5,5875,9,,,,
26252,24,2799,5,259,5,3583,7,1467,6,3703,8,173,4,,,,
26253,24,2256,9,5924,5,2040,9,2914,4,5322,8,872,7,3672,6,,
26254,24,596,9,3468,5,5516,6,1234,4,1798,2,,,,,,
26255,24,1533,3,2308,9,1098,0,1889,7,5743,2,5721,8,2108,3,2763,6
26256,24,1251,4,2970,3,2029,5,4973,9,,,,,,,,
26257,24,3240,5,149,8,5491,7,3730,5,5441,5,5592,6,3987,3,,
26258,24,1128,1,2040,6,4743,5,2914,9,5466,2,1276,4,5875,5,,
26259,24,1304,3,1306,4,1269,5,1303,2,,,,,,,,
26260,24,2129,6,2256,8,1535,7,3703,7,872,3,3598,6,173,7,3672,5
26261,24,259,7,2005,7,602,4,1467,4,,,,,,,,
26262,24,5516,8,256,8,1798,5,1173,9,4062,8,4613,1,3468,8,,
26263,24,2006,5,5125,5,1098,1,5007,6,1021,5,3240,2,2029,3,4631,3
26264,24,1533,4,2914,8,3730,5,5441,2,2040,8,4161,7,5592,9,2276,6
26265,24,3987,3,1889,7,5466,4,1303,7,5491,9,5721,5,,,,
26266,24,3598,9,2129,9,2256,9,1892,6,173,7,3672,7,,,,
26267,24,1535,9,4743,2,602,6,872,9,5850,1,,,,,,
26268,24,4630,5,3686,4,5507,2,1306,2,,,,,,,,
26269,24,4912,8,1276,5,1173,9,4062,5,5516,8,2091,6,4613,5,,
26270,24,1269,2,1798,1,5629,6,3468,6,,,,,,,,
26271,24,1098,3,2040,5,4161,8,1021,9,3240,5,2276,7,4631,8,2006,9
26272,24,1533,4,2661,7,3730,1,5592,5,2256,9,5491,0,,,,
26273,24,4743,6,872,8,5850,5,3955,6,3672,7,5125,7,173,8,,
26274,24,4613,0,5631,5,3686,4,1276,5,5507,3,1173,8,4483,0,,
26275,24,5743,5,1303,3,1889,5,4630,9,775,1,,,,,,
26276,24,4062,4,2970,7,602,5,866,5,,,,,,,,
26277,24,3468,4,5629,8,1269,5,1798,7,,,,,,,,
26278,24,5076,1,2005,4,,,,,,,,,,,,
26279,24,1098,1,1021,6,4641,8,4613,2,,,,,,,,
26280,24,2961,7,3240,5,5516,5,2661,4,4631,7,3730,4,1533,1,,
26281,24,2040,5,5592,4,2256,7,5491,1,2006,3,,,,,,
26282,24,5594,0,1021,0,866,0,,,,,,,,,,
26283,24,2661,0,3240,0,2040,0,,,,,,,,,,
26284,24,4483,1,2648,1,4743,2,5850,5,173,8,,,,,,
26285,24,5125,7,872,7,3955,6,5953,4,,,,,,,,
26286,24,3981,9,5507,8,5743,2,1276,5,1303,6,1889,9,775,6,3686,8
26287,24,1098,1,1798,5,5629,7,4613,5,3468,6,,,,,,
26288,24,1098,0,866,0,1021,0,3468,0,,,,,,,,
26289,24,2006,8,2040,7,5850,8,3955,9,5516,2,5953,4,,,,
26290,24,2970,0,5007,0,5629,0,3240,0,,,,,,,,
26291,24,3517,6,5125,0,,,,,,,,,,,,
26292,24,5507,2,5743,5,1276,4,1303,5,1889,7,3686,6,1506,2,,
26293,24,872,7,3583,8,173,2,,,,,,,,,,
26294,24,3468,0,4631,2,2256,0,,,,,,,,,,
26295,24,3468,0,1043,0,866,0,,,,,,,,,,
26296,24,2040,4,5850,5,3955,9,5516,5,1213,9,5953,4,2006,2,,
26297,24,1303,2,5478,0,,,,,,,,,,,,
26298,24,3976,3,2054,2,1098,5,1889,4,5466,3,,,,,,
26299,24,5956,3,5594,5,5629,6,3686,1,3599,9,2970,3,2256,9,,
26300,24,5125,0,1043,0,2256,0,,,,,,,,,,
26301,24,1213,7,5114,1,3955,7,2040,8,5007,8,3134,9,,,,
26302,24,1276,2,5850,3,851,8,3476,5,3487,8,,,,,,
26303,24,2040,0,1999,0,5956,0,,,,,,,,,,
26304,24,1889,5,1098,4,5441,4,570,4,2054,3,2943,2,5516,8,3076,3
26305,24,5478,3,354,3,3976,0,,,,,,,,,,
26306,24,3134,8,3955,8,3476,7,851,9,5850,7,5114,5,1039,9,3487,3
26307,24,5516,5,5441,0,2040,4,2054,7,,,,,,,,
26308,24,5060,0,1751,0,,,,,,,,,,,,
26309,24,1889,8,2648,5,1098,7,5441,5,570,2,5669,3,,,,
26310,24,3976,2,848,1,5478,5,1422,3,,,,,,,,
26311,24,2256,5,866,8,4452,2,834,7,3769,2,4641,5,5125,9,,
26312,24,3134,8,1213,9,3599,9,5956,5,851,1,3955,9,3476,5,,
26313,24,2054,9,5669,3,5441,8,1098,8,1889,5,2648,2,5516,9,4344,4
26314,24,834,8,4452,1,866,7,2256,7,4641,6,5125,8,,,,
26315,24,3076,8,3976,4,848,6,5478,4,408,5,,,,,,
26316,24,5114,5,3599,8,3769,8,1751,0,4591,5,3476,4,3955,7,,
26317,24,852,4,1422,0,,,,,,,,,,,,
26318,24,570,7,3904,7,1751,7,5516,2,1477,3,5631,6,,,,
26319,24,1098,4,866,8,4452,6,2256,9,834,7,5594,9,5125,5,,
26320,24,3076,5,3976,0,5669,5,3987,2,5478,4,408,1,,,,
26321,24,3514,3,1798,8,4591,6,3476,7,3769,7,,,,,,
26322,24,1751,0,4907,4,3904,5,5516,0,1477,4,5631,3,,,,
26323,24,5125,9,834,9,866,8,1098,4,4452,2,1751,8,2256,9,,
26324,24,2108,2,5594,9,5114,6,3943,7,4483,4,5478,5,,,,
26325,24,1798,5,3514,8,5669,2,4591,4,3769,4,171,1,,,,
26326,24,5125,5,1751,0,2256,5,834,5,,,,,,,,
26327,24,4907,1,1889,4,5743,0,1098,4,866,9,1477,6,,,,
26328,24,3904,6,4483,0,3943,3,5594,9,2160,7,2108,4,4978,6,,
26329,24,5114,2,4591,4,1751,0,1156,6,2725,7,,,,,,
26330,24,1798,5,5669,2,4973,2,852,3,,,,,,,,
26331,24,4452,0,1098,8,4907,2,1889,2,5743,5,1781,8,,,,
26332,24,866,2,2256,6,3585,8,2653,7,5076,8,,,,,,
26333,24,3943,3,4483,0,2108,3,1477,4,,,,,,,,
26334,24,4591,8,3904,7,1156,9,3769,4,2160,5,5114,2,5594,9,,
26335,24,2661,5,2889,1,1241,8,5669,1,852,1,,,,,,
26336,24,1098,9,5743,6,4907,1,3955,9,3127,3,1781,7,4973,7,,
26337,24,1156,7,3943,7,4591,9,2108,4,1506,2,2160,8,5594,9,,
26338,24,1241,7,2889,0,408,4,2295,2,,,,,,,,
26339,24,3769,2,1781,5,3127,4,4973,7,,,,,,,,
26340,24,4473,5,1228,2,4907,1,1098,7,,,,,,,,
26341,24,2108,2,1506,1,5594,8,1156,5,,,,,,,,
26342,24,2295,2,3957,3,890,7,1781,4,4973,5,,,,,,
26343,24,4907,1,1228,4,408,0,1098,3,4473,8,,,,,,
26344,24,2295,2,1228,3,2889,2,3775,2,366,8,,,,,,
26345,24,2661,8,4973,9,4907,3,3987,1,3957,8,1286,5,3669,7,5669,8
26346,24,3585,6,5007,3,1882,8,,,,,,,,,,
26347,24,3448,5,335,2,1542,8,3865,1,,,,,,,,
26348,24,366,2,5571,7,2889,1,408,2,,,,,,,,
26349,24,890,7,2295,5,1286,0,5669,2,3669,7,2160,3,3568,2,,
26350,24,5007,9,4973,5,2061,6,1542,9,,,,,,,,
26351,24,1286,9,382,1,1506,0,,,,,,,,,,
26352,24,408,1,2295,1,5669,4,2160,5,3568,4,,,,,,
26353,24,335,5,4547,2,3979,9,3865,3,3448,3,,,,,,
26354,24,2899,0,2889,1,,,,,,,,,,,,
26355,24,1177,6,5571,7,4885,0,4931,2,3775,3,,,,,,
26356,24,4973,7,5007,4,2061,6,,,,,,,,,,
26357,24,382,2,480,8,2295,2,3568,7,2068,7,1208,5,,,,
26358,24,1177,2,5669,3,3775,0,335,5,4547,4,,,,,,
26359,24,2899,0,2889,1,5571,4,,,,,,,,,,
26360,24,4973,7,2821,3,2061,5,3979,5,,,,,,,,
26361,24,2295,5,1156,7,382,1,4912,3,1146,7,3568,5,1542,0,,
26362,24,3452,1,5007,1,,,,,,,,,,,,
26363,24,480,6,1542,7,4547,3,335,6,2068,7,1208,7,,,,
26364,24,2061,8,3979,7,2821,5,4973,9,5669,1,,,,,,
26365,24,5571,3,2899,1,,,,,,,,,,,,
26366,24,3775,2,1146,7,1308,2,2295,2,,,,,,,,
26367,24,4912,7,480,5,335,8,3568,3,4547,7,2068,9,1208,4,,
26368,24,2061,6,3979,6,2821,1,4973,6,,,,,,,,
26369,24,2899,5,4885,6,2295,8,4931,6,3775,3,,,,,,
26370,24,3568,9,2821,5,4547,7,2068,9,4912,7,480,8,1208,7,,
26371,24,4856,1,1308,0,1422,0,4885,0,3959,0,4480,1,,,,
26372,24,3568,5,4547,8,2295,7,480,8,1103,7,1208,4,,,,
26373,24,1103,9,4907,2,2295,6,3568,5,4547,7,3959,6,4423,7,1208,8
26374,24,1308,7,1307,4,1422,2,4885,5,4856,4,,,,,,
26375,24,890,6,2295,7,4907,2,4423,8,3959,8,3568,7,1208,9,,
26376,24,406,1,4547,5,1777,7,2054,6,,,,,,,,
26377,24,1103,9,4907,1,3568,8,4423,7,900,5,1208,5,,,,
26378,24,4480,5,1307,2,1308,5,4856,3,,,,,,,,
26379,24,4885,2,1422,1,2054,8,1777,5,,,,,,,,
26380,24,4907,2,3568,5,406,0,900,9,4423,5,,,,,,
26381,24,890,7,4941,5,4931,5,4547,3,,,,,,,,
26382,24,4480,3,1308,9,1422,2,4506,5,,,,,,,,
26383,24,1777,8,2054,8,1156,9,4907,1,3840,8,3904,9,3568,4,,
26384,24,4941,9,4856,0,1345,8,4931,1,4547,8,,,,,,
26385,24,4480,1,3904,8,382,2,1308,7,4907,2,4506,5,,,,
26386,24,4978,9,3840,5,1156,9,2054,5,1777,5,406,1,,,,
26387,24,4547,8,4941,5,1345,5,4931,2,1555,2,,,,,,
26388,24,4931,0,1555,0,3173,0,,,,,,,,,,
26389,24,5640,6,1308,4,4907,3,4929,2,3904,9,4885,7,4505,1,,
26390,24,1777,2,3840,7,4978,3,,,,,,,,,,
26391,24,4907,1,1156,8,4885,3,1238,4,5640,3,,,,,,
26392,24,1345,8,1777,5,4978,8,3173,2,4506,0,,,,,,
26393,24,4907,5,1238,5,4885,7,5640,2,4480,7,,,,,,
26394,24,3840,7,890,5,1345,7,1777,5,4506,4,4978,5,,,,
26395,24,5046,9,4885,5,4907,1,4503,7,3173,1,,,,,,
26396,24,4978,6,4458,5,1777,5,5640,1,,,,,,,,
26397,24,4503,4,3173,1,5023,8,4545,9,5046,5,,,,,,
26398,24,4907,1,1166,2,1777,9,4978,6,,,,,,,,
26399,24,4503,3,3173,2,5023,9,890,6,5046,6,,,,,,
26400,24,4978,8,1156,9,4907,5,1166,2,1777,7,,,,,,
26401,24,1243,0,1231,0,,,,,,,,,,,,
26402,24,1241,7,1307,5,2379,2,3173,2,,,,,,,,
26403,24,4503,2,4566,3,890,5,5046,7,,,,,,,,
26404,24,1777,5,3816,7,1166,5,1156,9,4907,1,4978,9,,,,
26405,24,1243,2,1231,2,,,,,,,,,,,,
26406,24,890,7,3840,8,1506,2,4566,9,4979,3,4503,8,2549,6,3173,5
26407,24,5685,1,2379,3,1307,2,1278,9,,,,,,,,
26408,24,1156,9,4907,5,1166,4,3816,3,1777,5,3125,8,4978,4,,
26409,24,3173,4,2379,5,1506,5,4931,4,2286,5,,,,,,
26410,24,3766,7,4979,7,2549,3,4503,5,,,,,,,,
26411,24,5685,2,1307,2,,,,,,,,,,,,
26412,24,4907,4,5630,7,1166,4,1243,7,,,,,,,,
26413,24,1156,4,890,5,1777,4,3816,3,3125,4,,,,,,
26414,24,2286,8,1311,2,4480,2,2379,5,856,8,3173,1,,,,
26415,24,5779,8,3742,7,3766,5,834,5,,,,,,,,
